283, 58.668356 46.196605 46. 20. 38.668356 0.196605 0.109225 21.48242;
284, 57.859286 45.740214 46. 19. 38.859286 0.259786 0.144325 21.588492;
285, 57.332169 45.514839 46. 17. 40.332169 0.485161 0.269534 22.406761;
286, 56.175908 44.854948 46. 16. 40.175908 1.145052 0.63614 22.319949;
287, 54.981377 44.28384 46. 15. 39.981377 1.71616 0.953422 22.211876;
288, 54.014782 44.007351 46. 13. 41.014782 1.992649 1.107027 22.78599;
289, 52.371044 43.188329 46. 12. 40.371044 2.811671 1.56204 22.428358;
290, 51.53481 42.924974 46. 11. 40.53481 3.075026 1.708348 22.519339;
291, 50.845489 42.594029 46. 9. 41.845489 3.405971 1.892206 23.247494;
292, 49.882164 42.267192 46. 9. 40.882164 3.732808 2.073782 22.712313;
293, 49.141157 42.073038 46. 9. 40.141157 3.926962 2.181646 22.300643;
294, 48.542646 41.895017 46. 9. 39.542646 4.104983 2.280546 21.968137;
295, 48.253312 41.902309 46. 10. 38.253312 4.097691 2.276495 21.25184;
296, 47.955745 41.846212 46. 10. 37.955745 4.153788 2.30766 21.086525;
297, 47.473832 41.594349 46. 11. 36.473832 4.405651 2.447584 20.26324;
298, 46.812553 41.353405 46. 11. 35.812553 4.646595 2.581442 19.895863;
299, 46.092372 41.106981 46. 11. 35.092372 4.893019 2.718344 19.495762;
300, 45.243293 40.811903 47. 12. 33.243293 6.188097 3.437832 18.468496;
301, 44.75619 40.701113 47. 12. 32.75619 6.298887 3.499382 18.197883;
302, 43.902981 40.14508 47. 12. 31.902981 6.85492 3.808289 17.723878;
303, 43.290186 39.770549 47. 13. 30.290186 7.229451 4.016362 16.827881;
304, 42.738695 39.468336 47. 13. 29.738695 7.531664 4.184258 16.521497;
305, 42.425265 39.550564 47. 14. 28.425265 7.449436 4.138575 15.791814;
306, 41.857745 39.365733 47. 14. 27.857745 7.634267 4.241259 15.476525;
307, 41.481389 39.111391 47. 14. 27.481389 7.888609 4.38256 15.267438;
308, 40.923178 38.814433 47. 15. 25.923178 8.185567 4.547537 14.401765;
309, 39.917652 38.338239 48. 15. 24.917652 9.661761 5.367645 13.84314;
310, 38.88007 38.117198 48. 15. 23.88007 9.882802 5.490445 13.266705;
311, 37.843921 37.843921 48. 16. 21.843921 10.156079 5.642266 12.135511;
312, 37.1531 37.504142 48. 16. 21.1531 10.495858 5.831032 11.751722;
313, 36.335271 37.397145 48. 17. 19.335271 10.602855 5.890475 10.741817;
314, 35.600046 37.307262 48. 17. 18.600046 10.692738 5.94041 10.333359;
315, 35.329482 37.25431 48. 17. 18.329482 10.74569 5.969828 10.183045;
316, 34.808498 37.303948 48. 18. 16.808498 10.696052 5.942251 9.338055;
317, 34.462268 37.251401 49. 18. 16.462268 11.748599 6.526999 9.145705;
318, 33.814623 36.973538 49. 19. 14.814623 12.026462 6.681368 8.230346;
319, 33.490779 36.800908 49. 19. 14.490779 12.199092 6.777273 8.050433;
320, 33.117875 36.64649 49. 19. 14.117875 12.35351 6.863061 7.843264;
321, 32.76763 36.664107 49. 20. 12.76763 12.335893 6.853274 7.093128;
322, 32.243638 36.511056 49. 20. 12.243638 12.488944 6.938302 6.802021;
323, 31.489391 36.427599 49. 20. 11.489391 12.572401 6.984667 6.382995;
324, 31.0102 36.326826 49. 21. 10.0102 12.673174 7.040652 5.561222;
325, 30.529706 36.226532 49. 21. 9.529706 12.773468 7.096371 5.294281;
326, 30.159007 36.008753 50. 22. 8.159007 13.991247 7.772915 4.532781;
